product_name,product_url
Lymio Men T-Shirt,https://m.media-amazon.com/images/I/71x4rLhMkML._SY741_.jpg
GRECIILOOKS Track Pant for Men,https://m.media-amazon.com/images/I/51rgGjt-lnL._SY741_.jpg
U.S. Polo Assn. Men Signature Logo Pure Cotton,https://m.media-amazon.com/images/I/61fRzTKtwAL._SX569_.jpg
VIMAL JONNEY Men's Slim Track Pants,https://m.media-amazon.com/images/I/71aNV7oOkmL._SX679_.jpg
Fossil Decker Brown Watch,https://m.media-amazon.com/images/I/81DEF+TfCTL._SX679_.jpg
Fastrack Casual Analog White Dial Men's Watch,https://m.media-amazon.com/images/I/51Z3J7uzNfL._SX679_.jpg
Sonata Men Leather Analog White Dial Watch,https://m.media-amazon.com/images/I/71QvcBxXXxL._SY741_.jpg
Casio Men Stainless Steel Analog Black Dial Watch,https://m.media-amazon.com/images/I/61hpIjX15vL._SX679_.jpg
Titan Analog Silver Dial Gold Band Men's Stainless Steel Watch,https://m.media-amazon.com/images/I/81lfqanrciL._SY741_.jpg
Fire-Boltt Ninja Call Pro Plus 1.83" Smart Watch with Bluetooth Calling,https://m.media-amazon.com/images/I/61AHiYyu3ZL._SX679_.jpg
Milton Prudent 1100 Thermosteel 24 Hours Hot and Cold Water Bottle,https://m.media-amazon.com/images/I/71TLCsrjEnL._SX679_.jpg
MILTON Aqua 500 Stainless Steel Water Bottle 500-ml Light-Pink,https://m.media-amazon.com/images/I/51AOvn+e1QL._SX679_.jpg
Redmi-12,https://m.media-amazon.com/images/I/41GsqdiCvOL._SX300_SY300_QL70_FMwebp_.jpg
Redmi-A3,https://m.media-amazon.com/images/I/41m6R2is38L._SX300_SY300_QL70_FMwebp_.jpg
Apple Iphone-14,https://m.media-amazon.com/images/I/51Sn5X2gfaL._SX679_.jpg
Apple Iphone 15-pro Max,https://m.media-amazon.com/images/I/61Jrsu9d3-L._SX679_.jpg
Iphone Case-cover,https://m.media-amazon.com/images/I/51pPPth9kyL._SX679_.jpg
One Plus Nord3,https://m.media-amazon.com/images/I/51opW+tODpL._SY741_.jpg
One Plus CE4,https://m.media-amazon.com/images/I/51jCor3c-EL._SX679_.jpg
One plus CE3,https://m.media-amazon.com/images/I/510YZx4v3wL._SX679_.jpg
Samsung galaxy,https://m.media-amazon.com/images/I/71td5npKu6L._SY741_.jpg
Samsung S24,https://m.media-amazon.com/images/I/81vxWpPpgNL._SX679_.jpg
HP Laptop 15s,https://m.media-amazon.com/images/I/71oQh8WFlyL._SX679_.jpg
HP Laptop 15,https://m.media-amazon.com/images/I/61Cs3B5GHhL._SX679_.jpg
Apple 2022 MacBook Air Laptop,https://m.media-amazon.com/images/I/61P2ia5kurL._SX679_.jpg
DELL Latitude 5490 Core i5 8th Gen Laptop,https://m.media-amazon.com/images/I/418cc1MvF1L._SX679_.jpg
Dell 14 Thin & Light Laptop,https://m.media-amazon.com/images/I/71Eu1-dfTmL._SX679_.jpg
ASUS VivoBook 15 (2021) Thin and Light Laptop,https://m.media-amazon.com/images/I/71lYhcc++AL._SX679_.jpg
Lenovo ThinkPad E14 Intel Core i5 12th Gen 14" FHD Thin and Light Laptop,https://m.media-amazon.com/images/I/617Af4lsBNL._SX679_.jpg
Lenovo ThinkPad E14 Intel Core i3 12th Gen 14" FHD Thin and Light Laptop,https://m.media-amazon.com/images/I/518BYF8LHRL._SY450_.jpg
ASUS Vivobook Pro 15 AMD Ryzen 7,https://m.media-amazon.com/images/I/61eTPcEsC+L._SX679_.jpg
Lenovo Yoga Slim 7 Pro Intel Evo Core i5-11320H,https://m.media-amazon.com/images/I/51qPrXE56-L._SX679_.jpg
LG 164 cm (65 inches) 4K Ultra HD Smart LED TV,https://m.media-amazon.com/images/I/8195aYGDl9L._SX450_.jpg
Samsung 108 cm (43 inches) D Series Crystal 4K Vivid Pro Ultra HD Smart LED TV,https://m.media-amazon.com/images/I/81aKi8uAUsL._SX450_.jpg
Samsung 80 cm (32 inches) HD Ready Smart LED,https://m.media-amazon.com/images/I/71S8iUPW9bL._SX450_.jpg
MI 108 cm (43 inches) A Series Full HD Smart Google TV L43M8-5AIN,https://m.media-amazon.com/images/I/71UXTb93oZL._SX450_.jpg
Samsung 108 cm (43 inches) Full HD Smart LED TV,https://m.media-amazon.com/images/I/91mRUNnqqnL._SX569_.jpg
Acer 100 cm (40 inches) Advanced I Series Full HD Smart LED Google TV ,https://m.media-amazon.com/images/I/5126gXnEjFL._SX450_.jpg
Sony Bravia 108 cm (43 inches) 4K Ultra HD Smart LED Google TV,https://m.media-amazon.com/images/I/715-IBd7vlL._SX450_.jpg
Sony Bravia 164 cm (65 inches) 4K Ultra HD Smart LED Google TV KD,https://m.media-amazon.com/images/I/81MRU+3RJLL._SX450_.jpg
Sony 139 cm (55 inches) BRAVIA 2 4K Ultra HD Smart LED Google TV ,https://m.media-amazon.com/images/I/819lC-tC8iL._SX450_.jpg
Sony Bravia 80 cm (32 inches) HD Ready Smart LED Google TV,https://m.media-amazon.com/images/I/71EcYIKenVL._SX450_.jpg
